date,user,is_retweet,is_quote,text,quoted_text
2020-11-08 19:28:01,Dottcha,True,True,RT @BenjaminNorton: A group of pro-imperialist fake "leftist" frauds like neo-McCarthyite snitch @AReidRoss push a stupid conspiracy that w…,Bolivia's new President Arce stressed: "Our will is to work for a multipolar world, one in which the supremacy of a single power does not exist, in which all states and human beings live without war, hate, pillaging of our natural resources, exploitation"
https://t.co/3VPxFXxbEy
2020-11-08 19:28:10,pdq8ball,False,False,@BreitbartNews No guns on their backs though, it's free speech &amp; you hate it,
2020-11-08 19:28:11,govindasmritu,False,False,https://t.co/BHSrKdCBaD,
